id,script,inflection,comment,type,suppress
STAB_LSW,,,,,
STAB_RA,,,,,
STAB_VJ,,,,,
STAB_LTT,,,,,
STAB_FBY,,,,,
STAB_BKP,,,,,
STAB_MEO,,,,,
STAB_BRW,,,,,
STAB_BOM,,,,,
STAB_BAH,,,,,
STAB_MAG,,,,,
STAB_WAO,,,,,
STAB_KKD,,,,,
STAB_CTR,,,,,
STAB_ANS,,,,,
STAB_LSP,,,,,
STAB_CSG,,,,,
STAB_TWN,,,,,
STAB_CPU,,,,,
STAB_NBN,,,,,
STAB_HIL,,,,,
STAB_WXM,,,,,
STAB_BMR,,,,,
STAB_CNP,,,,,
STAB_KIR,,,,,
STAB_RFY,,,,,
STAB_HBL,,,,,
STAB_BKN,,,,,
STAB_ORN,,,,,
STAB_OVE,,,,,
STAB_LIV2,,,,,
STAB_FRE,,,,,
STAB_HTO,,,,,
STAB_MRF,,,,,
STAB_MRF2,,,,,
STAB_ELP,,,,,
STAB_AUG,,,,,
STAB_LVC,,,,,
STAB_WLV,,,,,
STAB_PSL,,,,,
STAB_WLO,,,,,
STAB_HYK,,,,,
STAB_SDL,,,,,
STAB_GNL,,,,,
STAB_HLR,,,,,
STAB_LIV,,,,,
STAB_SKM,,,,,
STAB_BEB,,,,,
STAB_SPI,,,,,
STAB_STM,,,,,
STAB_BLN,,,,,
STAB_AZ,,,,,
STAB_BKQ,,,,,
STAB_BKC,,,,,
STAB_MNR,,,,,
STAB_BDL,,,,,
STAB_WLG,,,,,
STAB_BID,,,,,
STAB_HOO,,,,,
STAB_SFL,,,,,
STAB_AIG,,,,,
STAB_WKI,,,,,
STAB_OPK,,,,,
STAB_MHN,,,,,
STAB_OP,,,,,
STAB_BNW,,,,,
STAB_AIN,,,,,
STAB_BAC,,,,,
STAB_PRS,,,,,
STAB_RIL,,,,,
STAB_BOT,,,,,
STAB_HNX,,,,,
STAB_OMS,,,,,
STAB_MRT,,,,,
